age,job,marital,education,balance,housing,loan,deposit
36,admin.,married,secondary,4280,no,no,no
32,technician,single,secondary,0,no,no,no
33,blue-collar,married,secondary,625,yes,no,no
55,technician,married,unknown,574,yes,no,no
58,management,married,primary,320,yes,no,no
25,technician,single,tertiary,468,yes,no,no
47,services,married,secondary,440,yes,no,no
40,unemployed,married,secondary,0,yes,no,no
59,retired,married,secondary,5706,yes,no,no
40,management,married,tertiary,7780,no,no,no
30,management,married,secondary,-559,yes,yes,no
25,entrepreneur,single,tertiary,16874,yes,yes,no
58,retired,married,primary,1987,no,no,no
39,entrepreneur,married,unknown,98,yes,no,no
40,self-employed,married,tertiary,642,no,no,no
38,blue-collar,married,secondary,526,yes,yes,no
66,management,single,tertiary,6483,no,no,no
47,management,married,tertiary,2306,no,no,yes
37,blue-collar,married,secondary,954,yes,no,no
36,management,single,tertiary,-679,yes,yes,no
50,blue-collar,married,primary,-1,no,no,no
76,retired,married,primary,2590,no,no,no
58,management,single,tertiary,331,no,yes,no
42,admin.,married,secondary,4209,yes,no,no
58,services,divorced,secondary,462,no,no,yes
28,self-employed,single,tertiary,0,yes,no,no
41,technician,married,secondary,0,no,no,no
30,management,married,tertiary,151,no,no,no
32,management,divorced,tertiary,883,yes,no,yes
27,services,single,secondary,266,no,yes,no
48,management,married,tertiary,0,no,no,no
36,technician,married,tertiary,491,yes,no,no
54,management,married,tertiary,3,no,yes,no
36,blue-collar,married,secondary,198,yes,no,no
52,housemaid,married,secondary,14363,no,no,no
34,technician,divorced,secondary,0,yes,yes,no
43,technician,married,secondary,136,no,no,yes
32,management,single,tertiary,28,no,no,no
33,management,single,tertiary,335,no,no,no
51,housemaid,married,unknown,174,no,no,no
39,unemployed,married,secondary,270,yes,no,no
44,management,single,tertiary,1206,no,no,no
49,housemaid,divorced,primary,198,yes,no,no
25,technician,married,tertiary,914,yes,no,no
39,self-employed,married,secondary,31,yes,no,no
54,technician,married,secondary,0,no,no,no
32,management,single,tertiary,347,yes,no,no
36,management,married,tertiary,860,yes,no,no
54,technician,married,secondary,89,yes,no,no
31,technician,married,secondary,0,yes,yes,no
45,services,married,secondary,0,no,yes,no
31,admin.,single,secondary,68,yes,no,no
45,technician,married,secondary,-149,yes,no,no
33,services,divorced,secondary,2411,yes,no,yes
46,management,divorced,tertiary,225,yes,no,no
43,unknown,single,tertiary,2731,no,no,no
50,management,married,tertiary,112,yes,no,no
44,management,divorced,tertiary,0,no,no,no
42,services,married,secondary,3620,yes,no,no
26,blue-collar,single,secondary,179,no,no,no
47,admin.,single,secondary,1544,yes,no,no
48,blue-collar,married,primary,199,no,no,no
60,blue-collar,married,unknown,231,yes,no,no
27,admin.,divorced,secondary,76,yes,no,no
30,unemployed,single,tertiary,302,no,no,yes
28,admin.,single,secondary,189,yes,no,no
58,retired,married,primary,565,no,no,yes
37,entrepreneur,married,tertiary,310,no,no,no
36,services,married,secondary,1746,yes,no,no
39,technician,married,secondary,6,yes,no,no
52,unemployed,married,primary,-110,no,yes,no
55,retired,married,secondary,2749,yes,yes,no
30,management,single,tertiary,6495,no,no,no
36,blue-collar,single,secondary,35,yes,no,no
39,admin.,married,secondary,-650,no,no,no
47,blue-collar,married,primary,292,no,yes,no
42,housemaid,single,primary,5774,yes,no,no
42,management,married,secondary,2416,yes,no,no
58,retired,married,secondary,35,no,no,no
68,retired,married,secondary,19317,yes,no,yes
43,technician,married,secondary,50,no,no,no
44,blue-collar,married,secondary,-674,yes,no,no
49,technician,married,tertiary,3726,no,no,yes
57,retired,married,tertiary,1180,yes,yes,no
61,self-employed,divorced,tertiary,6610,no,no,yes
36,admin.,single,secondary,319,yes,no,no
31,blue-collar,married,secondary,1545,yes,yes,no
51,technician,married,tertiary,1315,no,no,no
31,technician,single,tertiary,424,no,no,no
56,blue-collar,married,primary,151,no,no,no
30,technician,single,tertiary,-970,no,yes,no
38,services,married,secondary,-762,yes,yes,no
35,services,married,secondary,181,yes,no,no
31,blue-collar,married,unknown,-120,yes,no,no
39,admin.,divorced,secondary,1022,yes,no,no
50,management,married,tertiary,78,yes,no,no
39,technician,married,tertiary,209,no,no,no
26,admin.,married,secondary,2469,no,no,no
55,technician,married,secondary,0,no,no,no
43,blue-collar,divorced,primary,328,no,yes,no
34,housemaid,married,tertiary,0,no,no,no
51,self-employed,married,primary,307,yes,yes,no
31,management,married,tertiary,1384,yes,no,no
32,management,married,tertiary,0,no,no,no
53,technician,married,secondary,719,yes,no,no
44,management,divorced,tertiary,0,no,no,no
38,entrepreneur,married,tertiary,6704,yes,no,no
47,self-employed,married,tertiary,4543,yes,no,no
36,management,married,tertiary,0,yes,no,no
30,management,single,tertiary,149,yes,no,no
46,blue-collar,married,secondary,-1400,yes,no,no
33,entrepreneur,married,secondary,-118,yes,yes,no
43,blue-collar,married,secondary,2160,no,no,yes
38,management,married,tertiary,3452,no,no,no
27,technician,single,secondary,842,no,no,no
38,management,married,unknown,3576,no,no,yes
41,unemployed,married,tertiary,1666,no,no,no
29,technician,married,secondary,0,yes,no,no
39,services,married,secondary,0,yes,no,no
42,blue-collar,single,primary,1628,yes,no,no
47,services,married,secondary,51,yes,yes,no
30,blue-collar,single,secondary,447,no,no,no
34,admin.,married,secondary,396,yes,no,no
45,housemaid,married,primary,4994,no,no,no
43,admin.,married,secondary,3215,yes,no,no
59,blue-collar,married,primary,2814,no,no,no
50,technician,married,secondary,0,no,no,no
39,blue-collar,married,secondary,293,yes,no,no
36,technician,married,secondary,474,yes,no,no
44,blue-collar,married,secondary,16178,yes,no,no
36,technician,married,tertiary,0,no,no,no
27,management,single,tertiary,88,no,no,no
29,services,married,secondary,308,yes,no,no
70,retired,married,secondary,1164,no,no,no
44,management,married,tertiary,13893,no,no,no
55,management,married,tertiary,0,yes,no,no
36,technician,divorced,secondary,-435,yes,no,no
28,technician,single,secondary,389,yes,no,no
50,management,divorced,tertiary,356,no,no,no
49,technician,married,secondary,2718,no,no,no
71,retired,divorced,tertiary,261,no,no,no
31,admin.,single,secondary,757,no,no,no
45,management,single,tertiary,16,no,no,no
42,blue-collar,married,secondary,-422,no,no,no
45,admin.,married,secondary,248,no,no,no
47,technician,married,primary,145,yes,no,no
60,retired,divorced,secondary,598,no,yes,no
35,management,married,tertiary,949,yes,no,no
31,technician,single,tertiary,614,no,no,no
33,blue-collar,married,primary,1209,yes,no,no
50,self-employed,married,tertiary,202,yes,no,no
51,blue-collar,married,secondary,1840,yes,no,no
34,technician,married,secondary,114,yes,yes,no
56,services,married,secondary,-229,no,yes,no
29,services,married,secondary,182,yes,no,no
31,blue-collar,married,secondary,401,no,no,no
44,technician,divorced,unknown,759,yes,no,no
55,retired,married,secondary,4194,no,yes,no
35,student,single,unknown,0,no,no,no
36,technician,married,tertiary,629,yes,yes,no
54,retired,married,secondary,153,yes,yes,no
32,management,married,tertiary,553,yes,no,no
36,management,divorced,tertiary,1057,no,no,no
60,retired,married,secondary,78,yes,no,no
32,technician,single,secondary,-28,no,yes,no
57,management,married,tertiary,929,no,no,no
34,blue-collar,married,primary,428,yes,no,no
27,student,single,secondary,268,yes,no,no
52,management,single,tertiary,83,no,no,yes
45,admin.,divorced,unknown,998,yes,no,no
58,admin.,single,secondary,2223,no,no,no
39,blue-collar,single,primary,6,yes,no,no
48,blue-collar,single,secondary,312,yes,yes,no
36,management,single,secondary,0,no,no,no
31,technician,single,secondary,691,yes,no,no
41,management,married,tertiary,771,yes,no,no
30,self-employed,single,secondary,192,no,no,no
57,retired,married,tertiary,0,no,no,no
29,admin.,single,secondary,1070,yes,no,yes
29,services,divorced,secondary,84,yes,no,yes
30,management,single,tertiary,2,no,no,no
44,management,married,tertiary,1242,yes,no,no
33,student,single,unknown,5969,no,no,no
56,admin.,divorced,secondary,3337,yes,no,no
26,services,single,secondary,1347,no,no,yes
52,technician,married,secondary,64,no,no,no
32,management,single,secondary,249,yes,no,no
36,technician,single,secondary,0,no,no,no
26,blue-collar,married,secondary,128,no,no,no
37,blue-collar,married,secondary,196,yes,no,no
34,technician,married,secondary,351,yes,no,no
26,services,single,secondary,5533,yes,no,no
32,services,married,secondary,38,yes,no,yes
30,management,single,tertiary,35,no,no,no
27,technician,single,secondary,235,yes,no,no
42,admin.,single,secondary,30,yes,no,no
33,blue-collar,single,primary,92,yes,no,no
37,blue-collar,married,secondary,67,no,no,no
45,blue-collar,married,secondary,4022,yes,no,no
36,entrepreneur,married,tertiary,3057,no,no,yes
39,management,single,tertiary,0,yes,no,no
33,management,single,tertiary,349,no,no,no
47,services,married,secondary,2322,no,no,no
49,entrepreneur,married,secondary,167,yes,yes,no
46,management,divorced,secondary,558,no,no,no
31,services,married,secondary,-230,yes,yes,no
43,unemployed,divorced,secondary,4094,yes,no,no
30,blue-collar,single,secondary,239,yes,no,yes
43,management,divorced,tertiary,497,no,no,no
42,blue-collar,married,secondary,179,yes,no,no
30,admin.,single,tertiary,305,no,no,yes
33,management,single,tertiary,-67,yes,no,no
41,admin.,married,secondary,4539,no,no,no
29,blue-collar,single,secondary,770,yes,no,no
38,unemployed,married,secondary,-673,yes,no,no
29,technician,married,tertiary,858,yes,no,no
80,housemaid,married,primary,0,no,no,yes
38,management,single,tertiary,5244,no,no,no
36,blue-collar,divorced,primary,117,yes,no,no
38,self-employed,married,tertiary,846,no,no,no
44,management,married,secondary,0,yes,no,no
31,management,married,tertiary,1331,no,no,yes
31,services,single,secondary,31,yes,yes,no
57,admin.,divorced,primary,179,yes,no,no
37,blue-collar,married,primary,543,yes,no,no
50,blue-collar,married,secondary,253,yes,yes,no
60,retired,married,primary,71188,no,no,no
51,management,married,tertiary,5108,yes,no,no
48,blue-collar,married,secondary,1738,yes,no,no
42,blue-collar,married,primary,-97,yes,no,no
36,blue-collar,married,secondary,199,yes,no,no
43,management,married,tertiary,489,yes,no,no
31,admin.,married,primary,355,yes,yes,no
49,technician,single,secondary,-97,yes,no,no
35,management,divorced,tertiary,473,no,yes,no
44,entrepreneur,married,secondary,6649,yes,no,no
34,self-employed,married,tertiary,263,no,no,no
46,blue-collar,married,secondary,781,no,no,no
49,blue-collar,married,primary,1032,yes,no,no
32,blue-collar,married,secondary,119,no,no,no
35,management,divorced,tertiary,434,yes,no,no
51,admin.,married,secondary,2967,no,no,no
57,retired,divorced,secondary,-331,yes,no,no
59,management,married,tertiary,1585,no,no,no
40,services,divorced,unknown,4384,yes,no,no
49,management,single,tertiary,588,no,no,no
51,management,married,secondary,3180,yes,no,no
35,admin.,married,secondary,0,no,yes,no
29,self-employed,married,secondary,-76,yes,no,no
32,services,single,secondary,152,yes,no,yes
37,housemaid,divorced,secondary,1040,yes,no,no
49,unemployed,married,primary,-384,yes,no,no
45,technician,married,unknown,473,yes,no,no
34,technician,single,secondary,475,yes,no,no
53,technician,married,secondary,0,no,no,no
42,entrepreneur,married,primary,149,no,no,no
43,technician,married,secondary,3285,yes,no,yes
52,retired,married,secondary,424,no,no,no
34,blue-collar,single,secondary,79,no,yes,no
34,technician,divorced,tertiary,674,yes,no,yes
27,services,married,secondary,0,yes,no,yes
43,unemployed,married,tertiary,58,yes,no,no
41,technician,married,tertiary,532,yes,no,no
72,retired,married,secondary,4130,no,no,no
35,blue-collar,married,primary,422,yes,no,no
41,management,married,tertiary,437,yes,no,no
36,blue-collar,divorced,primary,-308,yes,no,yes
51,housemaid,married,primary,30,yes,no,no
37,self-employed,married,tertiary,137,no,no,no
42,admin.,single,secondary,-247,yes,yes,yes
26,admin.,single,secondary,321,yes,no,no
23,services,single,secondary,250,yes,no,no
50,management,married,tertiary,-470,yes,no,no
37,blue-collar,married,secondary,140,yes,yes,no
35,management,married,tertiary,2793,no,no,no
37,management,married,tertiary,410,no,no,no
79,retired,divorced,unknown,2628,no,no,no
39,technician,married,secondary,116,no,no,no
47,services,married,secondary,0,yes,no,no
44,blue-collar,married,secondary,878,yes,no,no
36,management,single,tertiary,2944,no,no,yes
33,blue-collar,single,secondary,3975,yes,yes,no
42,services,married,secondary,96,yes,no,no
35,technician,single,tertiary,2288,no,no,no
31,blue-collar,married,secondary,472,yes,no,no
58,services,married,primary,65,no,no,no
46,management,married,tertiary,0,no,no,no
41,admin.,single,secondary,400,yes,no,no
58,technician,married,secondary,7495,yes,no,no
33,blue-collar,married,secondary,137,no,yes,no
31,unemployed,married,secondary,24,yes,no,no
55,technician,divorced,secondary,3450,no,no,yes
38,technician,single,secondary,311,yes,no,no
55,housemaid,married,secondary,139,no,no,no
47,management,single,tertiary,0,no,no,no
51,housemaid,married,primary,492,yes,no,no
46,management,single,tertiary,334,yes,no,no
61,management,married,tertiary,997,no,no,yes
47,management,single,tertiary,440,no,no,no
34,technician,married,secondary,47,no,no,no
34,blue-collar,married,secondary,1298,yes,no,no
41,management,divorced,tertiary,3355,no,no,no
36,blue-collar,divorced,secondary,-11,no,no,no
26,blue-collar,single,secondary,396,yes,no,no
35,management,married,tertiary,8,no,no,yes
36,blue-collar,married,secondary,1409,no,no,no
26,management,single,tertiary,170,no,no,yes
58,management,married,primary,2769,yes,no,no
50,blue-collar,married,secondary,2320,yes,no,no
61,retired,married,secondary,76,yes,no,no
28,technician,single,secondary,2034,yes,no,no
49,blue-collar,single,primary,3018,yes,no,no
74,retired,married,secondary,921,no,no,yes
53,blue-collar,married,secondary,483,yes,no,no
46,self-employed,married,secondary,390,yes,no,no
47,management,married,tertiary,0,no,no,yes
42,blue-collar,single,primary,92,no,no,no
56,services,married,secondary,22196,yes,no,no
42,technician,married,secondary,2,no,no,no
49,housemaid,married,primary,249,yes,no,no
43,unemployed,single,unknown,3274,yes,no,no
39,services,married,secondary,5731,yes,no,no
66,retired,married,primary,206,no,no,yes
30,technician,single,tertiary,2325,no,no,no
38,management,single,tertiary,0,no,no,no
31,blue-collar,married,secondary,1664,yes,no,no
32,technician,married,secondary,3333,no,no,no
48,technician,married,secondary,7020,no,no,no
34,admin.,married,tertiary,37,no,no,no
28,student,single,secondary,28,no,no,no
40,admin.,single,secondary,1670,yes,no,no
36,entrepreneur,married,secondary,134,no,no,no
52,retired,married,secondary,603,no,yes,no
46,admin.,married,primary,276,yes,yes,no
25,technician,single,secondary,2157,yes,no,no
52,blue-collar,married,secondary,161,yes,no,no
40,blue-collar,married,primary,3658,yes,no,no
26,management,divorced,tertiary,-402,no,yes,no
26,blue-collar,single,primary,3342,yes,no,no
35,self-employed,single,secondary,1732,no,no,no
40,admin.,single,secondary,263,yes,no,no
31,management,married,tertiary,623,yes,no,no
32,admin.,married,secondary,3540,yes,no,no
33,admin.,married,secondary,95,yes,no,yes
53,services,divorced,secondary,765,yes,no,yes
46,technician,divorced,secondary,-824,yes,no,yes
28,management,single,tertiary,5549,no,no,no
31,blue-collar,married,secondary,191,yes,no,no
44,blue-collar,married,primary,420,yes,no,no
35,admin.,married,secondary,0,no,no,no
50,technician,divorced,unknown,2706,yes,no,no
32,technician,married,secondary,4,yes,yes,no
51,admin.,married,secondary,423,yes,yes,no
51,management,married,tertiary,-892,yes,yes,no
31,blue-collar,married,unknown,-120,yes,no,no
41,admin.,divorced,secondary,-365,yes,no,no
57,technician,married,tertiary,27069,no,yes,no
34,management,single,tertiary,8038,yes,no,no
47,technician,married,secondary,-938,yes,no,no
47,admin.,divorced,secondary,1139,yes,no,no
36,self-employed,married,secondary,189,yes,no,no
29,housemaid,single,tertiary,19,no,no,yes
39,technician,married,secondary,3663,no,no,no
53,blue-collar,single,unknown,0,no,no,no
47,blue-collar,married,secondary,-614,yes,no,no
51,technician,divorced,secondary,2323,yes,yes,no
48,blue-collar,married,secondary,425,yes,no,no
32,technician,married,secondary,5122,no,no,no
36,management,divorced,tertiary,608,no,no,no
50,unknown,married,primary,341,yes,yes,yes
39,admin.,married,secondary,607,yes,no,yes
31,blue-collar,married,secondary,1495,yes,yes,no
49,admin.,married,secondary,381,no,no,no
33,unemployed,divorced,secondary,385,no,no,no
26,management,single,tertiary,1274,yes,no,no
27,blue-collar,married,secondary,362,yes,no,no
51,blue-collar,married,primary,377,yes,no,no
26,admin.,single,secondary,802,no,no,no
45,admin.,married,secondary,194,no,no,no
54,technician,married,secondary,-315,no,yes,yes
49,technician,married,tertiary,1843,yes,no,no
47,technician,married,secondary,-9,no,no,no
42,housemaid,married,primary,83,no,yes,no
50,entrepreneur,married,tertiary,433,yes,no,no
37,admin.,married,secondary,-107,yes,no,no
54,blue-collar,married,primary,4503,no,no,no
40,services,married,secondary,51,yes,no,no
50,services,married,secondary,961,no,yes,no
57,retired,married,secondary,49,yes,yes,no
33,technician,married,secondary,3470,no,no,no
49,technician,married,secondary,-147,yes,no,no
35,services,married,secondary,0,yes,no,no
28,blue-collar,single,secondary,0,yes,no,no
58,management,married,tertiary,172,no,no,no
31,admin.,single,secondary,-407,no,yes,no
36,management,divorced,tertiary,649,no,no,no
49,blue-collar,single,primary,1040,no,no,no
30,unemployed,married,secondary,142,yes,no,no
29,services,single,secondary,209,yes,no,no
50,management,married,unknown,3304,no,no,no
26,student,single,tertiary,294,no,no,yes
27,housemaid,married,secondary,4848,yes,yes,no
32,blue-collar,single,secondary,1670,yes,no,no
62,unknown,married,secondary,367,no,no,no
34,blue-collar,single,secondary,13683,yes,no,no
25,admin.,single,tertiary,1420,no,no,no
34,management,single,tertiary,340,yes,no,no
44,technician,single,secondary,1679,no,no,yes
38,management,married,tertiary,1198,yes,no,no
57,admin.,married,secondary,169,no,no,no
36,self-employed,married,tertiary,506,no,no,no
41,entrepreneur,married,secondary,1249,yes,no,no
36,management,single,tertiary,678,no,yes,no
27,management,single,tertiary,212,yes,no,no
37,technician,divorced,secondary,23,no,no,no
47,management,single,tertiary,4402,no,no,yes
31,services,divorced,primary,459,yes,no,yes
39,self-employed,married,secondary,4722,yes,no,no
35,admin.,divorced,tertiary,1555,yes,no,no
40,blue-collar,married,secondary,61,yes,no,no
38,management,single,tertiary,0,yes,no,no
31,technician,married,secondary,3706,yes,no,no
36,blue-collar,married,primary,1177,no,no,yes
53,management,married,primary,2096,no,no,no
59,blue-collar,married,primary,748,no,no,no
29,management,single,tertiary,3357,no,no,no
30,admin.,single,secondary,3809,yes,no,no
52,admin.,married,secondary,395,yes,no,no
55,blue-collar,married,secondary,1011,yes,no,no
56,blue-collar,married,primary,420,yes,no,no
32,admin.,married,secondary,76,yes,no,no
24,blue-collar,married,secondary,0,no,no,no
51,blue-collar,married,primary,844,yes,no,no
36,management,married,tertiary,1318,yes,no,no
36,technician,married,tertiary,167,yes,no,no
42,management,married,tertiary,2187,yes,no,yes
49,admin.,married,secondary,14440,yes,no,no
48,management,married,secondary,2294,yes,no,no
36,management,married,secondary,80,yes,no,no
48,management,married,primary,2537,no,no,no
30,technician,married,tertiary,569,no,no,yes
27,management,single,tertiary,0,no,yes,no
38,entrepreneur,married,tertiary,0,yes,no,no
36,technician,single,secondary,12,no,no,yes
45,technician,married,secondary,49,no,no,no
44,housemaid,married,tertiary,460,no,no,no
42,technician,married,secondary,613,yes,no,no
37,entrepreneur,married,tertiary,7944,no,no,no
48,blue-collar,married,secondary,1143,yes,no,no
57,retired,married,primary,-464,yes,no,no
44,services,married,secondary,1989,yes,yes,no
48,technician,married,secondary,17,yes,yes,no
56,retired,married,primary,-1,no,no,no
37,management,married,tertiary,1698,yes,no,no
47,blue-collar,married,secondary,5306,yes,no,no
54,housemaid,married,unknown,0,no,no,no
51,retired,divorced,secondary,1679,no,no,yes
47,admin.,married,secondary,3676,no,no,yes
25,management,married,tertiary,-242,yes,yes,yes
39,services,single,secondary,471,no,no,no
40,management,married,tertiary,8902,yes,no,no
38,management,single,tertiary,1704,no,no,no
34,management,married,tertiary,3050,yes,no,yes
53,housemaid,married,primary,2581,no,no,no
32,services,married,secondary,162,yes,no,no
35,blue-collar,married,secondary,243,yes,no,no
24,student,single,secondary,1847,no,no,no
58,blue-collar,married,primary,0,yes,no,no
49,management,married,primary,3371,no,no,yes
45,services,single,secondary,1757,yes,no,no
55,management,married,tertiary,171,yes,no,no
42,entrepreneur,married,tertiary,157,yes,yes,no
28,admin.,married,secondary,934,yes,no,no
48,blue-collar,married,secondary,-19,no,yes,no
51,management,single,tertiary,-55,yes,no,no
38,housemaid,married,primary,21,no,no,no
27,blue-collar,single,secondary,14,no,no,no
50,technician,single,secondary,246,yes,no,no
44,blue-collar,married,primary,887,yes,no,no
40,management,married,tertiary,51,no,no,no
29,services,single,secondary,-287,yes,no,no
34,services,married,secondary,0,yes,no,no
44,self-employed,single,tertiary,2734,yes,no,yes
50,entrepreneur,married,tertiary,52,no,no,no
34,management,married,tertiary,2594,yes,no,no
54,retired,divorced,primary,22,no,no,no
34,technician,married,tertiary,1611,yes,no,no
34,admin.,single,tertiary,18,yes,yes,yes
52,blue-collar,married,primary,1331,yes,no,no
60,unknown,married,unknown,7337,no,no,no
39,management,single,secondary,835,yes,no,no
58,retired,married,primary,5092,no,no,no
41,technician,divorced,secondary,52,no,no,no
48,technician,married,secondary,10655,no,no,no
58,management,married,tertiary,1831,no,no,no
40,self-employed,married,primary,92,yes,no,no
48,management,married,tertiary,586,yes,yes,no
52,blue-collar,divorced,primary,1758,yes,no,no
50,self-employed,married,secondary,2061,yes,yes,no
25,technician,single,secondary,959,no,no,no
54,retired,married,primary,208,no,no,no
34,services,married,secondary,-315,yes,no,no
48,management,married,tertiary,-13,yes,no,no
37,admin.,married,tertiary,801,no,no,no
66,retired,married,tertiary,1948,no,no,yes
32,management,single,tertiary,751,yes,no,no
45,blue-collar,married,secondary,784,yes,yes,no
43,blue-collar,single,secondary,24,no,no,no
41,management,married,tertiary,72,yes,no,no
40,technician,divorced,tertiary,1871,yes,no,no
44,services,single,secondary,1378,yes,no,no
43,blue-collar,married,primary,188,yes,no,no
30,unknown,single,tertiary,6836,no,no,no
32,services,married,secondary,61,yes,no,no
57,admin.,married,secondary,-967,yes,no,no
31,blue-collar,single,tertiary,462,yes,yes,no
49,unknown,married,secondary,0,no,no,no
31,admin.,single,secondary,5527,yes,no,no
41,admin.,married,tertiary,1287,no,no,no
44,management,married,tertiary,17361,no,no,no
54,entrepreneur,married,unknown,1956,no,no,no
37,blue-collar,divorced,secondary,0,yes,no,yes
34,management,married,secondary,-294,yes,no,no
43,technician,married,secondary,275,no,no,no
44,management,married,tertiary,724,yes,no,no
44,services,married,secondary,27,no,no,no
53,admin.,divorced,secondary,26,yes,no,no
36,technician,married,secondary,191,no,no,no
58,technician,divorced,secondary,-123,no,no,no
26,student,single,secondary,-147,no,no,no
34,technician,single,secondary,179,no,no,no
55,blue-collar,married,primary,1086,yes,no,no
55,blue-collar,married,secondary,471,yes,no,no
34,entrepreneur,married,tertiary,105,yes,no,no
41,entrepreneur,divorced,secondary,1588,yes,yes,no
38,housemaid,divorced,secondary,70,no,no,yes
28,blue-collar,single,secondary,2700,no,no,no
41,technician,married,secondary,1602,yes,no,no
30,admin.,married,tertiary,0,yes,no,no
39,technician,married,unknown,839,no,no,no
41,admin.,married,secondary,21515,yes,no,no
36,technician,married,secondary,5902,yes,no,no
37,management,married,tertiary,547,yes,yes,no
59,self-employed,married,tertiary,3800,no,yes,no
26,technician,single,secondary,261,yes,no,no
43,technician,married,secondary,0,yes,yes,no
42,management,married,secondary,-34,no,no,no
46,blue-collar,married,unknown,9328,yes,no,yes
31,admin.,married,secondary,5,yes,yes,no
43,unemployed,married,secondary,3529,no,no,no
48,blue-collar,single,tertiary,2330,yes,no,no
41,blue-collar,married,secondary,1334,yes,no,no
32,self-employed,married,tertiary,3601,no,no,no
45,technician,married,tertiary,265,no,no,no
52,admin.,single,unknown,2227,no,no,yes
37,self-employed,married,secondary,487,no,yes,no
38,blue-collar,divorced,secondary,0,yes,no,no
36,services,single,secondary,174,yes,no,no
58,retired,married,secondary,14412,no,no,no
37,management,married,tertiary,3288,no,no,no
30,technician,single,secondary,57,no,no,no
47,technician,married,secondary,2246,yes,no,no
40,technician,married,secondary,4441,yes,no,no
42,management,divorced,tertiary,0,no,no,no
71,unknown,married,tertiary,353,no,no,no
54,blue-collar,married,secondary,448,yes,yes,no
53,entrepreneur,married,primary,27,yes,no,yes
33,blue-collar,divorced,secondary,474,no,no,no
30,technician,single,tertiary,1185,yes,no,no
39,services,divorced,secondary,282,yes,no,no
32,blue-collar,married,secondary,2,yes,no,no
34,technician,single,secondary,60,no,no,no
39,self-employed,single,tertiary,3972,no,no,no
75,retired,married,secondary,26452,no,no,no
33,admin.,divorced,secondary,818,yes,yes,no
40,services,married,secondary,9374,yes,no,no
37,technician,married,unknown,47,no,no,no
69,retired,married,primary,279,no,no,no
52,unemployed,married,primary,20,yes,no,no
31,admin.,divorced,secondary,360,no,no,no
28,technician,single,secondary,1532,no,no,no
29,management,single,tertiary,1673,no,no,no
46,services,married,secondary,2420,no,no,no
28,blue-collar,married,secondary,100,yes,yes,no
41,admin.,married,secondary,0,no,no,no
42,technician,divorced,secondary,1533,no,yes,no
34,admin.,single,secondary,296,no,no,no
28,blue-collar,married,secondary,2788,yes,no,yes
43,management,single,secondary,109,yes,no,no
32,technician,married,secondary,485,no,no,no
33,technician,single,tertiary,125,no,no,no
70,retired,married,secondary,616,no,no,no
36,services,married,secondary,3064,yes,no,no
53,technician,married,secondary,206,no,no,no
30,blue-collar,single,secondary,6900,no,no,no
45,services,divorced,secondary,-179,no,no,no
31,services,single,secondary,481,yes,no,no
28,admin.,married,secondary,12,yes,no,no
45,blue-collar,married,primary,0,no,no,no
51,management,married,tertiary,176,yes,yes,no
53,management,married,primary,4086,no,no,no
40,technician,married,secondary,257,yes,no,no
53,blue-collar,married,primary,53,yes,no,no
31,blue-collar,divorced,secondary,6,yes,no,no
30,management,married,tertiary,562,no,no,no
53,entrepreneur,married,secondary,-118,yes,no,no
40,blue-collar,married,primary,2805,yes,no,no
26,management,single,secondary,565,yes,no,no
47,blue-collar,married,secondary,0,yes,no,no
51,management,married,tertiary,1612,no,no,no
45,unemployed,married,primary,180,yes,yes,no
35,management,married,tertiary,0,yes,no,no
36,management,single,tertiary,876,yes,no,no
57,admin.,married,secondary,2137,no,no,no
42,blue-collar,married,primary,260,yes,no,no
32,blue-collar,married,secondary,-53,yes,no,yes
30,management,married,tertiary,944,no,no,yes
36,technician,married,secondary,2394,no,no,no
43,technician,married,secondary,297,yes,no,no
69,retired,single,tertiary,2144,no,no,yes
31,technician,single,tertiary,969,no,no,no
35,technician,married,secondary,0,no,no,no
26,entrepreneur,married,tertiary,37,yes,yes,no
46,technician,married,secondary,410,no,yes,no
30,technician,married,secondary,1211,yes,no,no
33,management,single,tertiary,71,no,no,no
34,management,married,tertiary,436,yes,no,no
48,blue-collar,married,primary,559,yes,no,no
31,management,married,tertiary,1170,no,no,no
46,management,divorced,tertiary,25,no,no,no
40,services,married,secondary,1325,no,no,no
39,entrepreneur,married,secondary,0,no,no,no
33,technician,single,secondary,647,yes,yes,no
50,blue-collar,married,primary,2142,yes,no,no
84,retired,divorced,primary,639,no,no,yes
40,blue-collar,married,primary,177,yes,yes,no
55,management,married,tertiary,236,no,no,no
40,services,divorced,secondary,1959,yes,no,no
46,admin.,married,primary,96,no,no,no
43,self-employed,single,tertiary,0,no,no,no
34,blue-collar,married,secondary,250,yes,no,no
35,technician,single,secondary,126,no,no,no
57,retired,married,unknown,1621,yes,no,no
25,student,single,secondary,8,no,no,yes
32,self-employed,married,tertiary,189,yes,no,no
52,retired,single,secondary,316,no,no,no
31,self-employed,single,tertiary,-282,yes,no,no
34,management,married,tertiary,-308,yes,no,no
42,technician,divorced,secondary,248,no,no,no
47,blue-collar,divorced,primary,126,yes,no,yes
50,self-employed,divorced,tertiary,13,yes,no,yes
30,technician,married,secondary,-393,yes,yes,yes
33,services,single,secondary,358,yes,no,no
56,technician,single,tertiary,917,no,no,no
34,admin.,divorced,secondary,1268,yes,no,no
